"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","0.974673540812103","1.03377234934883","1.10248785087401","1.16588700971573","1.24923935998855","1.33494713609341","1.4087996885066","1.48492205918576","1.57113863811323","1.68394683738084","1.81390196621435","1.99035812672176","2.1944539541253","2.38152022077612","2.52180701218477","2.59955939671242","2.56827820186599","2.49174524287708","2.39502545355154","2.33720015056633","2.29422006759756","2.25971474065793","2.25189051729907","2.26109919128569","2.26767742778722","2.25571251871623","2.22629049658374","2.18411313772139","2.13866275190178","2.10726056127035","2.09074007632343","2.06395439882239","2.07969189749667","2.13287980594976","2.22063981855105","2.31724555735057","2.38566644667693","2.46438474041495","2.54697678794008","2.63493314175801","2.72310534358109","2.80447102569272","2.90638877896496","3.00798963506802","3.10453346942247","3.18871652583344","3.24814853447377","3.30286663896967","3.36144902907591","3.45469590401324","3.60053646961725","3.73704982733103","3.91651319828115","4.11890461162578","4.3287149570572","4.518418452729","4.67674273900564","4.81881957907781","4.961786481968","",
"Afghanistan","AFG","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.44707911887823","1.42339199830876","1.39527205905254","1.36644772907441","1.34146938636825","1.32248986975894","1.30914400852802","1.29923673507832","1.28945701668869","1.27606281911912","1.25839385616069","1.23722253804776","1.21346899087553","1.19049803640658","1.17229178089596","1.16098092649815","1.15126384829804","1.1417903396907","1.13178482422507","1.12107297520036","1.11068013911638","1.10543341797624","1.09476334059353","1.07910775017907","1.05874382236098","1.03329197232583","1.03848697173926","1.04492007307682","1.04861507539928","1.04275524437408","1.02144857601334","1.01505891589937","1.01569582575848","1.02213767391463","1.0336081718569","1.05088810617094","1.02822856533442","1.00060515922459","0.973432367085247","0.951621364819576","0.936797091128984","0.924988986084779","0.922187102574053","0.926192303428821","0.934836739679307","0.946654013796704","0.954646159953071","0.962237525441263","0.969497160953132","0.976914622503834","0.985541006427797","0.987489037720232","0.993073919656366","1.00172293832446","1.0123635822175","1.02425251464902","1.03222665603783","1.04071496947912","1.05073350539251","",
"Angola","AGO","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.27864356245771","1.28663847756031","1.28370968541553","1.27730894742685","1.2742446146475","1.27599789997013","1.302631336459","1.3271259331248","1.33666439446349","1.32992251997446","1.31782282479926","1.30122855483577","1.29000961190944","1.28097178079178","1.26987006901166","1.25493019243434","1.21434636690793","1.1766262099763","1.14627521823166","1.12786368773023","1.12221696652161","1.11835549654719","1.12222486279755","1.12824868121784","1.13063107313058","1.12735761015741","1.10718491890009","1.08368150035717","1.0639674757819","1.05580302586125","1.06165885121936","1.06650807842812","1.07949095115166","1.09573246355285","1.10994154300955","1.11995358932095","1.11694547955562","1.11254063368445","1.10706987149764","1.10003046705772","1.0910336321718","1.07004332167848","1.04863335892498","1.02879775874457","1.01187379246018","0.998218781738","0.977414174262692","0.958438683682398","0.943721113452715","0.935879558337471","0.935391886435835","0.932773625733455","0.936323463260153","0.941619044013507","0.943198958110669","0.939407641544156","0.924987496806297","0.907452066092001","0.892677006840356","",
"Albania","ALB","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.51059377452263","1.54948592792606","1.64852390880325","1.76840540302624","1.859898027045","1.90078903582019","1.87931118903131","1.82615452930728","1.76584339157425","1.72857289844634","1.727759731885","1.73477091617617","1.7659651299205","1.81023562199139","1.85445328933188","1.89160129348821","1.90314878293797","1.91334896787288","1.92354866943067","1.93455602176524","1.94614343550514","1.93757647063848","1.93448130157389","1.93269421850052","1.92476304669783","1.90825088270798","1.86622766467533","1.81508043229244","1.77425849368406","1.77057069111453","1.81678043829264","1.91728438040581","2.06532873393491","2.240564262379","2.40986455191641","2.55316901270683","2.60677183532128","2.63997679141282","2.67022207590203","2.71920342841156","2.79443210193078","2.88706563828271","3.00182698479281","3.13034776209154","3.25972559505769","3.38317305368965","3.49147116338829","3.58135380896165","3.65254861261605","3.70925099528069","3.75652832058869","3.79754800045194","3.83486488704805","3.87187896813271","3.92338809655627","4.00059532870844","4.08500776581247","4.20954716560016","4.36890823603764","",
"Andorra","AND","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.49751652285145","1.49882010370445","1.50324649560511","1.50960421732734","1.51560285812148","1.5198219656606","1.50613251160565","1.49180303298061","1.47986269027675","1.47360264653916","1.47419432802785","1.46599050898556","1.46363952228124","1.46374567833408","1.46233488049984","1.4580980516312","1.43819958922305","1.41840930321292","1.40120171207709","1.38903414539468","1.38282688724178","1.36760541566777","1.35579998965768","1.34770073714406","1.34443868178085","1.34704569914627","1.34597436398462","1.35277403379489","1.36614342385527","1.38400174235176","1.39932488241542","1.41084279484502","1.43092332795602","1.44601752787718","1.46340722530876","1.47548257654642","1.48169063510407","1.49055770291514","1.50048777616001","1.50891627517724","1.51449033969871","1.50278709374379","1.49315377817007","1.4855343296915","1.47931337082276","1.47484930318005","1.45376973428474","1.43415468349368","1.4203752147236","1.41770343269522","1.42864909997552","1.43896524245419","1.45850459543325","1.48700721212853","1.52596326996065","1.57656853531781","1.62221324259746","1.67875921078114","1.74052591135921","",
"United Arab Emirates","ARE","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.46969827958848","1.27878218524128","1.11965019212932","0.981023066912637","0.847788569341043","0.715349884565957","0.611225080216717","0.523714541184794","0.462344229727289","0.432510792856801","0.436375861489326","0.416733539578618","0.511485757298194","0.676263559812543","0.849376418996672","0.983874442383577","0.90939876519122","0.856220084576421","0.82641252552757","0.79855231773074","0.747620055003173","0.650800985828712","0.52236170499267","0.398557647554517","0.317978332199521","0.290058484802062","0.298212433131679","0.344260910144181","0.405737573283102","0.455386253243729","0.479087389011282","0.473594923188087","0.450359903631553","0.418666991592543","0.391772707356643","0.376405205566756","0.391687237149464","0.426248186118282","0.464530656900999","0.484963329473278","0.474839818906211","0.427160111116124","0.372438848653165","0.325584418910214","0.300081733909769","0.297290694315124","0.283739318080102","0.28835737455115","0.301854918985679","0.317018807542603","0.330176864604971","0.374205790323231","0.411376495814661","0.433989457937036","0.437102653856037","0.422306648791707","0.43731608970188","0.434964419582981","0.429004018797199","",
"Argentina","ARG","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","2.39124547067869","2.41494196121583","2.43954373109274","2.46812859082692","2.5040818197868","2.54890027014696","2.58953893293848","2.63416283896645","2.67938940123378","2.72078789028829","2.75672201356654","2.77925975145805","2.79711098340553","2.81183390401007","2.824352734339","2.83519564421143","2.83690801336843","2.83759947368933","2.83849232585322","2.84033065476653","2.84396777089194","2.82238584725947","2.80565906813347","2.79731709936863","2.80112708332003","2.81836797130306","2.83586160086302","2.85927359456717","2.88718396944094","2.91756406017207","2.94842288601406","2.95937009352678","2.97240721674942","2.98612416139553","2.99747836854501","3.00508693995622","2.99384170099856","2.98229461110683","2.97062051582867","2.95832900751467","2.94535400795486","2.91477867334239","2.88288321781251","2.85649398208943","2.8440889520457","2.84976767925052","2.85140701894472","2.86720652268168","2.89660600928154","2.93889219589784","2.99316273669639","3.03924763588438","3.0955818245248","3.15674121292566","3.21558988446228","3.26815997789334","3.29535138337757","3.31897107727565","3.34051832236924","",
"Armenia","ARM","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","1.80143765067813","1.69276280403992","1.62646565646896","1.59301641325784","1.58385917150207","1.59547672013789","1.61565017677103","1.65491649902665","1.70426287896008","1.75179662377079","1.79124755104459","1.81402268834837","1.82324785981178","1.82288144621608","1.81974762893914","1.81749984431774","1.80823941311403","1.80367945868","1.78452004407339","1.72470361709424","1.61806722466353","1.48254270909819","1.3184119706617","1.16344423037487","1.06764938798162","1.05645976971965","1.09816947587888","1.18965425042038","1.33594216503732","1.55063477110827","1.83833563096129","2.21697082124691","2.69068457193407","3.19393346635172","3.61935631707164","3.89943924399645","3.94551909974124","3.82575629198327","3.6352962026044","3.51378065373497","3.53475557282847","3.6731324803962","3.95900489383817","4.27061292894909","4.42486907822138","4.32593607110503","3.97693595815326","3.40661839437354","2.76122891196721","2.25831001728457","2.02257806470972","1.98315790099139","2.16125009713193","2.46097322143903","2.75904671394108","2.99483834096906","3.18374759415907","3.33248638262057","3.47544289212156","",
"American Samoa","ASM","Population ages 65-69, male (% of male population)","SP.POP.6569.MA.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
